id,token,user_id_from_filename,label,root_time_unix,root_likes,root_comments,root_reposts,cascade_size,forward_count_estimated,propagation_depth,depth_mean,depth_median,max_breadth,time_to_root_min_s,time_to_root_median_s,time_to_root_mean_s,time_to_root_max_s,virality_score_mean_depth,repost_file_found
4932,yp5xkiuG0,2525647671,non_rumor,1340362838,0,107,215,126,126,1,1.000000,1.000000,126,82438.000000,82453.000000,168314.658730,1658298.000000,1.000000,True
4933,yhVQKknXy,1641532820,non_rumor,1336296533,0,277,608,565,419,8,1.430088,1.000000,419,28813.000000,31166.000000,79479.497345,8073375.000000,1.430088,True
4934,z0iz5qAhZ,2805360734,non_rumor,1350118643,0,2,81,79,31,5,2.189873,2.000000,31,28934.000000,39198.000000,43986.417722,277654.000000,2.189873,True
4936,A59bB0f2e,1644948230,non_rumor,1376715635,11,159,758,720,188,2,1.738889,2.000000,532,28829.000000,38833.500000,85243.990278,2440782.000000,1.738889,True
4937,zcOlq4iwM,2732055990,non_rumor,1357228515,6,81,253,249,215,4,1.164659,1.000000,215,28839.000000,31843.000000,112162.184739,6597119.000000,1.164659,True
4938,z34UVglkR,1911727111,non_rumor,1351698218,4,59,786,769,217,11,2.578674,2.000000,283,29057.000000,80734.000000,465390.869961,40457268.000000,2.578674,True
4939,drqkld,1044256885,non_rumor,1301478063,0,262,853,790,789,2,1.001266,1.000000,789,30712.000000,39765.000000,138387.556962,56282086.000000,1.001266,True
4942,jFeSLt,1762436132,non_rumor,1307873421,0,242,827,788,642,8,1.271574,1.000000,642,28814.000000,32306.500000,47384.541878,4201577.000000,1.271574,True
4944,AgLkNcsxj,1713069423,non_rumor,1383315659,194,65,719,695,378,3,1.494220,1.000000,378,28849.000000,35740.000000,190534.517986,5010183.000000,1.494220,True
4945,z0X1Zrje7,1782445853,non_rumor,1350489508,3,41,255,252,172,6,1.468254,1.000000,172,28825.000000,47126.000000,876210.285714,84686040.000000,1.468254,True
4947,zwSKUkYqj,1314608344,non_rumor,1368633305,31,192,799,742,618,6,1.243935,1.000000,618,28816.000000,51880.000000,121026.966307,39498858.000000,1.243935,True
4949,zFoGJinHd,2451549504,non_rumor,1373471709,135,98,631,606,539,2,1.110561,1.000000,539,28840.000000,32589.000000,283039.739274,49797828.000000,1.110561,True
494,yCkV4oyaR,2157801852,rumor,1347890655,0,78,229,195,107,5,1.753846,1.000000,107,28855.000000,547188.000000,654661.512821,32838133.000000,1.753846,True
4950,z9VemouSo,2302689504,non_rumor,1355586970,13,126,497,491,412,3,1.162933,1.000000,412,28845.000000,55250.000000,288901.916497,8762705.000000,1.162933,True
4951,AtH7rhbV4,2154332097,non_rumor,1390663861,174,39,362,360,237,2,1.336134,1.000000,237,28847.000000,69763.500000,433414.802778,3703609.000000,1.336134,True
4952,zhdByvFIm,1842262067,non_rumor,1359732894,22,97,421,412,328,5,1.242718,1.000000,328,28836.000000,46375.000000,269703.776156,33382715.000000,1.242718,True
4954,AzjgYzyLf,2286908003,non_rumor,1393854627,132,162,306,297,219,2,1.260135,1.000000,219,28815.000000,32173.000000,124577.141414,6988685.000000,1.260135,True
4955,ys0eHAb2d,1642634100,non_rumor,1342018917,0,75,188,180,150,4,1.211111,1.000000,150,28814.000000,30846.500000,78864.966667,2427521.000000,1.211111,True
4957,A6huvhRpe,2095897185,non_rumor,1377359968,42,41,523,514,51,2,1.900585,2.000000,462,28907.000000,96884.000000,132767.254864,2338976.000000,1.900585,True
4958,jOvN1O,1729915525,non_rumor,1308015818,0,112,998,818,645,3,1.226161,1.000000,645,28822.000000,40078.500000,160013.645477,67597441.000000,1.226161,True
495,yEU31hGZz,1770990341,rumor,1349349037,0,44,153,145,129,3,1.124138,1.000000,129,29096.000000,30302.000000,33872.351724,353969.000000,1.124138,True
4960,yhADvbyNs,2005127421,non_rumor,1336102115,0,18,113,106,47,4,1.603774,2.000000,55,28835.000000,37510.000000,1185964.490566,28247444.000000,1.603774,True
4961,yjl2G5Z2p,1769946203,non_rumor,1337095636,0,138,264,251,220,3,1.147410,1.000000,220,28834.000000,34323.000000,62050.266932,976892.000000,1.147410,True
4962,yiSY63Wpc,1787728323,non_rumor,1336838345,0,38,113,114,110,2,1.035088,1.000000,110,28866.000000,56819.500000,832234.342105,27534215.000000,1.035088,True
4963,ye1hczTON,1863057363,non_rumor,1334073395,0,276,632,536,325,5,1.559701,1.000000,325,28910.000000,30596.000000,59988.050373,2223582.000000,1.559701,True
4964,zb8Fu6xHw,2274609127,non_rumor,1356278342,1,36,270,265,45,9,3.750943,3.000000,59,29144.000000,1184020.000000,2302767.403774,53765651.000000,3.750943,True
4965,zo0hx7geb,2684112141,non_rumor,1363588317,34,109,695,682,209,16,2.869501,2.000000,215,28951.000000,42577.000000,72590.929619,2274166.000000,2.869501,True
4966,ytYBDf8nt,1638781994,non_rumor,1343140412,2,277,391,378,285,6,1.436508,1.000000,285,28819.000000,30016.500000,41794.492063,1707634.000000,1.436508,True
4967,zeLeduMOK,1731982251,non_rumor,1358336393,3,3,51,49,21,8,2.367347,2.000000,21,28918.000000,34428.000000,47114.816327,305563.000000,2.367347,True
4968,hlpDIC,1897802383,non_rumor,1305568604,2,225,861,739,199,6,2.297700,2.000000,246,29151.000000,569481.000000,1268755.262517,122613050.000000,2.297700,True
496,yxwLT7YVL,1550863440,rumor,1345158186,1,171,682,514,381,10,1.546693,1.000000,381,28872.000000,68451.000000,179984.326848,6107050.000000,1.546693,True
4970,z0uKGazjk,1853425063,non_rumor,1350230333,5,55,219,199,144,8,1.497487,1.000000,144,28861.000000,52238.000000,475308.316583,17480679.000000,1.497487,True
4971,z6ulXAzpm,2964374172,non_rumor,1353635989,0,242,198,139,136,2,1.021583,1.000000,136,110590.000000,209495.000000,651222.273381,10480701.000000,1.021583,True
4973,zFxqFEzFd,1887790981,non_rumor,1373551817,65,279,490,478,357,2,1.253138,1.000000,357,28824.000000,32104.500000,224494.581590,21217534.000000,1.253138,True
4974,zcm4Fia4u,2997986420,non_rumor,1356969424,4,40,143,140,125,3,1.128571,1.000000,125,28812.000000,120694.000000,488289.157143,13899571.000000,1.128571,True
4975,zl1ez1dMq,1890926607,non_rumor,1361892389,32,90,533,512,445,4,1.160156,1.000000,445,28820.000000,36310.500000,112543.101562,10252717.000000,1.160156,True
4976,yD6NSvtiH,1726544024,non_rumor,1348329505,1,191,410,402,134,5,1.865672,2.000000,206,28870.000000,77565.000000,78952.567164,1248197.000000,1.865672,True
4979,yfo6rn2Nc,1706987705,non_rumor,1334850813,1,468,708,677,579,4,1.161004,1.000000,579,28829.000000,57136.000000,1070371.536189,34995154.000000,1.161004,True
497,zt2MSjKne,2116172471,rumor,1366452371,40,494,650,629,453,4,1.317965,1.000000,453,29004.000000,106498.000000,305568.098569,2864142.000000,1.317965,True
4980,yqjxeeJVa,2305049812,non_rumor,1341059349,0,70,536,525,425,4,1.217143,1.000000,425,28840.000000,31902.000000,1236624.883810,68425290.000000,1.217143,True
4982,hw91gl,1454384851,non_rumor,1305801956,0,236,986,945,175,16,4.098413,3.000000,175,29488.000000,160912.000000,438504.142857,40044908.000000,4.098413,True
4983,zteu5k92v,1316274887,non_rumor,1366559573,157,307,472,463,362,3,1.220302,1.000000,362,28818.000000,157987.000000,1800703.660173,72414514.000000,1.220302,True
4985,yjl3Nwmxb,1962310741,non_rumor,1337095801,0,78,583,559,541,2,1.032200,1.000000,541,28830.000000,37091.000000,146713.606440,11329990.000000,1.032200,True
4986,yegPxdmr0,1990443391,non_rumor,1334215942,0,144,316,304,103,5,1.713816,2.000000,189,28867.000000,30539.000000,49550.092105,3394673.000000,1.713816,True
4988,ydyZzsQlv,1722204577,non_rumor,1333814174,0,39,207,176,75,9,2.215909,2.000000,75,28882.000000,65596.500000,109411.261364,6063187.000000,2.215909,True
4989,yyxtp8Jmj,2048571983,non_rumor,1345732837,0,40,519,492,90,6,2.038618,2.000000,312,170579.000000,848842.500000,1102457.798780,28593472.000000,2.038618,True
498,yzpGbb5su,1444210651,rumor,1346229624,0,174,977,938,481,8,2.069296,1.000000,481,28881.000000,32062.500000,193308.221748,7883614.000000,2.069296,True
4990,zDRB8ldtP,1653603955,non_rumor,1372600224,42,126,201,185,166,2,1.102703,1.000000,166,28844.000000,30477.000000,44107.032432,1015151.000000,1.102703,True
4991,yd6enoNBj,1657236125,non_rumor,1333550583,0,110,251,230,183,6,1.404348,1.000000,183,28837.000000,30879.000000,75289.791304,6581536.000000,1.404348,True
4993,A9ziDtc7s,1977494531,non_rumor,1379227835,2,244,406,395,390,2,1.012658,1.000000,390,29268.000000,2166105.000000,3319456.906329,14268158.000000,1.012658,True
4994,znBGJajtO,2656274875,non_rumor,1363362924,71,387,640,624,495,5,1.277244,1.000000,495,28816.000000,51755.500000,96440.862179,2296880.000000,1.277244,True
4995,i2bMst,2011796120,non_rumor,1306299690,0,217,753,364,320,3,1.131868,1.000000,320,28842.000000,44641.000000,551051.304945,5994176.000000,1.131868,True
4996,z7W8J4igU,1645578093,non_rumor,1354458863,2,180,671,642,243,4,1.752336,2.000000,323,28827.000000,37423.500000,107703.582555,9491806.000000,1.752336,True
4997,ckDPJp,1642634100,non_rumor,1300367545,0,240,602,573,573,1,1.000000,1.000000,573,28856.000000,31063.000000,62078.387435,11557365.000000,1.000000,True
4998,yhaCEjUzo,1762700155,non_rumor,1335863703,0,52,275,270,235,3,1.159259,1.000000,235,28824.000000,31879.500000,76803.425926,4517467.000000,1.159259,True
4999,zm5o18TUj,1718455577,non_rumor,1362498665,53,78,516,501,445,3,1.115768,1.000000,445,28824.000000,34024.000000,171287.728543,24793926.000000,1.115768,True
499,zeWZvaVC4,1394657835,rumor,1358444195,0,112,492,475,235,7,2.016842,2.000000,235,28851.000000,57264.000000,212371.235789,5703862.000000,2.016842,True
4,A0eKM530j,2800321184,rumor,1373925569,1,146,862,787,92,2,1.883100,2.000000,695,29017.000000,62081.000000,109979.828463,9297898.000000,1.883100,True
5000,zxi5YEaem,1641532820,non_rumor,1368865540,19,278,464,446,378,4,1.183857,1.000000,378,28855.000000,32389.000000,148506.338565,3804895.000000,1.183857,True
5001,yomim1Kv8,1828483985,non_rumor,1339948207,0,33,218,207,191,6,1.130435,1.000000,191,28808.000000,30737.000000,61705.299517,2098743.000000,1.130435,True
5002,yED3v7xCF,2451549504,non_rumor,1349193306,1,64,421,410,381,3,1.075610,1.000000,381,28827.000000,31215.500000,89640.051220,2366947.000000,1.075610,True
5004,z4BfB2ZhM,1813865114,non_rumor,1352562763,0,17,154,148,55,10,2.959459,2.000000,55,28849.000000,34533.500000,54469.081081,585301.000000,2.959459,True
5008,yCNVyFaDl,2650779050,non_rumor,1348156506,0,77,368,353,322,3,1.121813,1.000000,322,28835.000000,31149.000000,120197.481586,2896047.000000,1.121813,True
5009,9Uft4H,1742784477,non_rumor,1297082703,0,18,366,348,345,2,1.008621,1.000000,345,29451.000000,70558.500000,1120878.037356,112617749.000000,1.008621,True
500,zqMXNbe9f,2140316267,rumor,1365170909,4,94,228,182,102,4,1.521978,1.000000,102,28863.000000,32017.000000,57188.516484,1083515.000000,1.521978,True
5010,zDq1Ai2mO,2002123271,non_rumor,1372347519,55,229,457,445,139,2,1.687640,2.000000,306,28892.000000,70265.000000,123643.044944,4765219.000000,1.687640,True
5011,yiJwH52DE,1662214194,non_rumor,1336751809,0,399,469,460,331,8,1.447826,1.000000,331,28831.000000,48882.000000,104756.958696,3200038.000000,1.447826,True
5012,za4AT8OgC,1699540307,non_rumor,1355672784,5,1113,351,342,266,4,1.245614,1.000000,266,28838.000000,32769.500000,68813.535088,1153730.000000,1.245614,True
5013,zniQNmxTp,1653603955,non_rumor,1363190278,33,75,454,434,365,3,1.165899,1.000000,365,28816.000000,38571.500000,214069.589862,9184512.000000,1.165899,True
5015,ygUmHzedP,1506085847,non_rumor,1335714710,0,70,523,507,491,3,1.033531,1.000000,491,28818.000000,31709.000000,107905.122288,11172205.000000,1.033531,True
5016,yz94fk6mF,1680909737,non_rumor,1346077379,0,76,602,569,134,12,4.110721,3.000000,134,28918.000000,34403.000000,51017.057996,867036.000000,4.110721,True
5017,yihfXcTQa,1757353251,non_rumor,1336492720,0,172,843,821,752,6,1.112058,1.000000,752,28812.000000,30840.000000,80783.645554,21059348.000000,1.112058,True
5019,zDdtBAJ3M,1693480121,non_rumor,1372232520,5,29,393,391,36,2,1.907928,2.000000,355,44892.000000,47609.000000,57630.598465,572427.000000,1.907928,True
5020,z5cYY9Iwo,1757174173,non_rumor,1352908571,1,32,145,139,38,5,1.942446,2.000000,77,28822.000000,84782.000000,185804.287770,1447292.000000,1.942446,True
5021,ycFPahuAk,1893278624,non_rumor,1333308571,0,11,678,659,166,8,2.474962,2.000000,221,28827.000000,47672.000000,204425.262519,30803917.000000,2.474962,True
5022,yzs6xEAl0,1567852087,non_rumor,1346251849,0,502,914,852,631,5,1.341549,1.000000,631,28841.000000,31410.000000,104259.119718,6983377.000000,1.341549,True
5024,zltrcrn6F,1722052204,non_rumor,1362150873,10,99,424,395,247,4,1.556962,1.000000,247,28819.000000,200502.000000,646794.177215,6972593.000000,1.556962,True
5025,zcbABClIc,1314608344,non_rumor,1356873333,2,178,480,465,402,4,1.150538,1.000000,402,28840.000000,31013.000000,154489.959140,7477441.000000,1.150538,True
5026,z0X2dk4tq,1642591402,non_rumor,1350489540,8,153,419,408,354,4,1.154412,1.000000,354,28826.000000,52087.000000,336564.806373,13852011.000000,1.154412,True
5027,z6JgJ7nd0,2789169452,non_rumor,1353772688,7,174,907,890,571,4,1.414607,1.000000,571,28820.000000,55717.500000,433333.188764,85656475.000000,1.414607,True
5028,Aq31O3qhU,1639736855,non_rumor,1388591783,219,20,665,644,149,2,1.767551,2.000000,492,28851.000000,76905.000000,84308.178571,923462.000000,1.767551,True
502,yEqUHxISW,2135757312,rumor,1349082028,0,81,154,148,130,3,1.135135,1.000000,130,28882.000000,32038.500000,73518.135135,701448.000000,1.135135,True
5031,A9Am7tYHm,1272651680,non_rumor,1379237513,8,14,138,118,28,2,1.762712,2.000000,90,28816.000000,47811.000000,133381.398305,2359237.000000,1.762712,True
5032,Ab96Ko7vI,2699566192,non_rumor,1380124228,141,53,569,556,399,2,1.281081,1.000000,399,28833.000000,55540.000000,1003033.332734,13245222.000000,1.281081,True
5033,zfQUTzSmz,2011796120,non_rumor,1358956744,7,70,364,355,190,6,1.566197,1.000000,190,28856.000000,65360.000000,181055.594366,5425204.000000,1.566197,True
5034,Ay6FwBQnN,1769165581,non_rumor,1393170895,478,433,132,131,126,2,1.038168,1.000000,126,28847.000000,56328.000000,126213.977099,2092357.000000,1.038168,True
5035,yvlYwvUzr,1156966391,non_rumor,1343922805,0,469,303,284,264,5,1.102113,1.000000,264,28814.000000,30759.500000,41799.869718,207046.000000,1.102113,True
5036,zeLnfwpTM,1730699777,non_rumor,1358337728,0,10,13,5,4,2,1.200000,1.000000,4,32359.000000,239045.000000,655470.200000,2538952.000000,1.200000,True
5037,Aaxqjkip7,2699566192,non_rumor,1379778858,317,94,536,514,448,2,1.128405,1.000000,448,28828.000000,37105.500000,197401.702335,45008141.000000,1.128405,True
5039,ylVmCgaMK,1740577714,non_rumor,1338564953,1,154,589,576,485,6,1.192708,1.000000,485,28820.000000,31304.000000,1281731.814236,92036463.000000,1.192708,True
503,yBp07iU5B,1244346590,rumor,1347359841,9,51,226,216,112,7,2.004630,1.000000,112,28879.000000,38422.500000,51481.986111,593292.000000,2.004630,True
5040,A2CJ92jv2,1781880001,non_rumor,1375281720,35,262,561,519,147,2,1.716763,2.000000,372,28873.000000,158498.000000,796802.479769,10913790.000000,1.716763,True
5043,zquNT0eHi,1852220282,non_rumor,1365004480,56,61,513,495,449,3,1.103030,1.000000,449,28838.000000,55030.000000,90638.670707,1961592.000000,1.103030,True
5044,zeu29fyJh,1662048235,non_rumor,1358178808,25,93,355,346,267,7,1.303468,1.000000,267,28845.000000,63059.500000,904831.956647,76371152.000000,1.303468,True
5045,AddQ6DUJ9,1762098324,non_rumor,1381304030,139,169,199,194,165,2,1.149485,1.000000,165,28815.000000,39624.500000,138939.206186,5235808.000000,1.149485,True
5046,A0lDgbPXP,1657430300,non_rumor,1373988613,33,152,447,438,364,2,1.168950,1.000000,364,28834.000000,31894.000000,134869.552511,2480508.000000,1.168950,True
5047,A0lKajmlf,1680990025,non_rumor,1373989633,125,335,515,502,440,2,1.123506,1.000000,440,28826.000000,33432.000000,87540.177291,2407322.000000,1.123506,True
5048,yFo1R846H,1660452532,non_rumor,1349623809,0,226,594,586,474,6,1.267918,1.000000,474,28821.000000,31997.000000,125663.334471,23559467.000000,1.267918,True
5049,yzfW3r1Z4,1069205631,non_rumor,1346140324,0,226,354,342,262,5,1.304094,1.000000,262,28849.000000,30974.000000,41584.652047,415595.000000,1.304094,True
504,zgOD7ddoa,1864900695,rumor,1359504004,2,49,226,209,143,6,1.478469,1.000000,143,29012.000000,38291.000000,204424.937799,4849287.000000,1.478469,True
5050,yizKlDfyH,1221707263,non_rumor,1336662180,0,311,358,296,87,9,2.652027,2.000000,87,29681.000000,39655.500000,52275.206081,255110.000000,2.652027,True
5051,yg4w5rvnY,1110374881,non_rumor,1335239526,0,62,540,526,108,8,2.910646,3.000000,141,28992.000000,492405.500000,679492.076046,31149133.000000,2.910646,True
5052,AzaEuDy7D,2687299131,non_rumor,1393775621,154,73,238,223,206,2,1.076233,1.000000,206,28833.000000,46179.000000,63008.977578,583652.000000,1.076233,True
5053,ypRwrn2qB,2483526714,non_rumor,1340802618,0,42,521,505,72,6,1.956436,2.000000,392,29184.000000,200779.000000,518025.805941,58661251.000000,1.956436,True
5055,z93TogosF,2547916923,non_rumor,1355098136,11,78,166,163,138,3,1.165644,1.000000,138,28871.000000,36413.000000,372479.944785,8482344.000000,1.165644,True
5057,z8yoC17X9,1832207470,non_rumor,1354809477,7,309,129,128,73,3,1.515625,1.000000,73,28983.000000,57264.500000,113852.015625,1028323.000000,1.515625,True
5058,jC7yDG,1642294753,non_rumor,1307835070,0,85,328,315,200,6,1.593651,1.000000,200,28876.000000,36979.000000,89695.780952,1258303.000000,1.593651,True
5059,yrRbssXK1,1762675215,non_rumor,1341935954,0,38,144,137,105,4,1.291971,1.000000,105,28871.000000,57096.000000,58977.306569,425900.000000,1.291971,True
5060,Axlxgjsnt,2140657423,non_rumor,1392738922,259,370,736,724,603,2,1.165975,1.000000,603,28841.000000,58642.000000,409093.937845,49497048.000000,1.165975,True
5061,zhPtm1LqD,2154332097,non_rumor,1360079942,58,134,463,451,402,4,1.121951,1.000000,402,28850.000000,42840.000000,121615.476718,4248092.000000,1.121951,True
5062,hw8rGV,1641983193,non_rumor,1305801797,0,65,120,113,49,4,1.814159,2.000000,49,29105.000000,48641.000000,68212.823009,1369864.000000,1.814159,True
5063,yuhafflpv,1638781994,non_rumor,1343310492,6,240,380,367,319,4,1.174387,1.000000,319,28833.000000,30045.000000,58412.539510,4405406.000000,1.174387,True
5065,z2asdCHtn,1252373132,non_rumor,1351180746,2,231,882,861,615,8,1.376307,1.000000,615,28812.000000,52043.000000,284752.372822,6686828.000000,1.376307,True
5066,zmESkmm8h,1420967690,non_rumor,1362823912,2,108,893,825,206,11,2.943030,2.000000,221,28816.000000,44690.000000,406715.781818,71818166.000000,2.943030,True
5067,yyHo9b1Z9,2300716454,non_rumor,1345823707,63,156,685,662,625,4,1.061934,1.000000,625,28835.000000,31159.500000,158134.028701,41493522.000000,1.061934,True
5068,zoYyhyYRD,2346404435,non_rumor,1364140682,29,42,291,286,254,4,1.146853,1.000000,254,28838.000000,33256.500000,158416.132867,5847290.000000,1.146853,True
5072,yuxnLfpCZ,1642904381,non_rumor,1343459128,0,406,844,826,695,6,1.221550,1.000000,695,28833.000000,31291.500000,48913.475787,6861539.000000,1.221550,True
5073,AgjAqiFba,1974576991,non_rumor,1383061353,236,204,761,717,322,3,1.550420,2.000000,391,28844.000000,66425.000000,916795.888424,58963392.000000,1.550420,True
5074,zyy8wFRbh,1349656311,non_rumor,1369580775,0,149,467,228,226,2,1.008772,1.000000,226,32629.000000,32861.500000,97990.276316,578728.000000,1.008772,True
5075,AxNQybZAo,1303284125,non_rumor,1392998393,62,87,114,116,69,2,1.394737,1.000000,69,28948.000000,61243.000000,267503.431034,2122066.000000,1.394737,True
5076,ymehQmHYI,1211107793,non_rumor,1338738378,1,214,481,461,275,6,1.652928,1.000000,275,28850.000000,31738.000000,81649.041215,7427085.000000,1.652928,True
5077,Argsw6xZj,1789501184,non_rumor,1389283092,322,100,840,828,627,2,1.240000,1.000000,627,28822.000000,53022.000000,522140.891304,6500372.000000,1.240000,True
5078,ztQdReT5S,1317186030,non_rumor,1366905435,2,284,313,99,95,2,1.040404,1.000000,95,5267915.000000,5268360.000000,5272898.525253,5392015.000000,1.040404,True
5079,yEaMFCAHL,1870753085,non_rumor,1348934201,0,50,194,193,139,4,1.331606,1.000000,139,28828.000000,29424.000000,57347.782383,1427570.000000,1.331606,True
507,zt2P62xRF,2358149763,rumor,1366452699,2,33,204,183,136,5,1.338798,1.000000,136,28864.000000,34053.000000,153107.989071,2331034.000000,1.338798,True
5080,z1RzBsD09,2451549504,non_rumor,1351007706,6,110,602,590,508,3,1.147458,1.000000,508,28827.000000,31834.500000,192205.967797,5681925.000000,1.147458,True
5081,AtEnKzYIk,2690787723,non_rumor,1390638780,32,37,420,415,39,3,1.907990,2.000000,373,29801.000000,44095.000000,362291.481928,53593002.000000,1.907990,True
5083,ylx4j5DvM,2082523597,non_rumor,1338342289,0,11,81,76,24,4,1.842105,2.000000,42,28832.000000,34222.000000,85360.105263,1504339.000000,1.842105,True
5084,zcm0Zqemp,1743111545,non_rumor,1356968880,0,23,57,57,44,4,1.315789,1.000000,44,28873.000000,30649.000000,42945.403509,122737.000000,1.315789,True
5086,AgG6kqUjx,1660521332,non_rumor,1383267697,7,150,343,119,119,1,1.000000,1.000000,119,29105.000000,32189.000000,62189.319328,1426535.000000,1.000000,True
5087,ydz0BAY6i,1652194081,non_rumor,1333814327,0,140,793,759,722,3,1.051383,1.000000,722,28825.000000,32190.000000,113506.894598,14107141.000000,1.051383,True
5088,jsElTF,1767125155,non_rumor,1307682973,0,98,443,432,341,6,1.342593,1.000000,341,28824.000000,32424.500000,75244.062500,2888809.000000,1.342593,True
5089,k1fjYI,1765886624,non_rumor,1308169442,0,214,984,902,285,13,2.291574,2.000000,339,32618.000000,47851.000000,163705.754989,2220460.000000,2.291574,True
508,zt9xr1Xba,1945139410,rumor,1366514243,9,37,141,133,95,3,1.308271,1.000000,95,28838.000000,30690.000000,88188.458647,1136401.000000,1.308271,True
5090,yqk532ad1,1627825392,non_rumor,1341064346,4,138,279,264,195,5,1.390152,1.000000,195,28817.000000,30922.000000,52283.409091,352449.000000,1.390152,True
5091,gntVTu,1640337222,non_rumor,1304612731,0,66,311,303,143,4,1.610561,2.000000,143,28957.000000,54339.000000,57571.861386,1575899.000000,1.610561,True
5093,ycXdvr52N,1457478803,non_rumor,1333467969,0,356,132,122,79,3,1.393443,1.000000,79,28844.000000,57132.000000,50873.049180,118265.000000,1.393443,True
5095,zlaNkdX0W,2111293970,non_rumor,1361980013,8,58,491,485,211,7,2.065979,2.000000,211,28878.000000,165214.000000,3176125.331959,81031328.000000,2.065979,True
5097,z7251gtJ4,1713066300,non_rumor,1353945089,3,142,426,414,319,5,1.282609,1.000000,319,28834.000000,43672.000000,126457.420290,13856655.000000,1.282609,True
509,yBpyS2CcB,2452471944,rumor,1347364981,2,99,483,467,346,6,1.385439,1.000000,346,28812.000000,33464.000000,288580.396146,5971803.000000,1.385439,True
50,zhVr293g4,1728649351,rumor,1360134591,8,83,92,92,78,2,1.152174,1.000000,78,28864.000000,47192.000000,422104.206522,5737359.000000,1.152174,True
5101,z727RmXnt,1266334070,non_rumor,1353945509,6,113,293,263,169,5,1.475285,1.000000,169,28825.000000,66661.000000,713050.452471,72480493.000000,1.475285,True
5102,cJAYqd,1627825392,non_rumor,1300840194,0,200,429,402,401,2,1.002488,1.000000,401,28935.000000,32134.000000,51716.241294,3686092.000000,1.002488,True
5104,ktkXPw,1574525494,non_rumor,1308580640,0,153,384,360,285,4,1.255556,1.000000,285,28856.000000,34347.500000,79400.019444,1290530.000000,1.255556,True
5105,ygKYO3a8n,1567852087,non_rumor,1335628693,0,126,832,733,699,5,1.058663,1.000000,699,28822.000000,30836.000000,74338.357435,14180138.000000,1.058663,True
5107,yCEuF1ky2,2281122894,non_rumor,1348070049,2,52,327,319,222,5,1.363636,1.000000,222,28833.000000,56837.000000,703665.598746,16192449.000000,1.363636,True
5108,kMtd9q,1918197975,non_rumor,1308891754,0,203,655,626,242,10,2.460064,2.000000,242,28847.000000,256526.500000,319013.174121,2906539.000000,2.460064,True
5109,kJe29E,1647863187,non_rumor,1308840853,0,124,382,364,129,11,2.678571,2.000000,129,28853.000000,35951.500000,47910.494505,363207.000000,2.678571,True
5110,z2t8YzsVH,2325663301,non_rumor,1351352034,2,37,223,216,173,5,1.231481,1.000000,173,28852.000000,72635.000000,291032.277778,5614927.000000,1.231481,True
5112,ydE8piK7u,1944384741,non_rumor,1333861304,0,27,211,199,122,5,1.633166,1.000000,122,28810.000000,33971.000000,40387.608040,573376.000000,1.633166,True
5113,zi8hx5WP0,2609632410,non_rumor,1360252326,4,64,538,526,363,5,1.433460,1.000000,363,28883.000000,91912.500000,1047558.625475,17766056.000000,1.433460,True
5114,yfGnS8FCg,1411956831,non_rumor,1335018357,0,91,423,411,138,7,2.138686,2.000000,155,28959.000000,72423.000000,84202.518248,844562.000000,2.138686,True
5115,zm5of0Eey,2380746864,non_rumor,1362498696,23,45,422,415,320,7,1.363855,1.000000,320,28824.000000,32633.000000,193684.040964,25935912.000000,1.363855,True
5117,zomN3z0tU,1802393212,non_rumor,1363794606,40,187,506,490,414,4,1.181633,1.000000,414,28816.000000,70461.500000,188881.767347,11784109.000000,1.181633,True
5118,ypIWFfI6C,1762696131,non_rumor,1340724011,4,105,749,721,685,3,1.056865,1.000000,685,28813.000000,30396.000000,284916.033333,67140248.000000,1.056865,True
5119,zyHR4grv6,1642566747,non_rumor,1369669840,30,97,464,446,342,2,1.233184,1.000000,342,28859.000000,56015.000000,387071.377528,33646585.000000,1.233184,True
5120,zuBncDFUN,2286908003,non_rumor,1367337566,19,125,545,529,375,5,1.355388,1.000000,375,28827.000000,50013.000000,96631.667297,5187336.000000,1.355388,True
5121,nyzJ1L,1243124512,non_rumor,1310863828,0,192,674,592,215,12,2.640203,2.000000,215,28831.000000,41380.000000,49140.381757,376565.000000,2.640203,True
5122,AbG8Yazat,2115973751,non_rumor,1380426996,1,295,256,217,213,2,1.018433,1.000000,213,28963.000000,222811.000000,273851.511521,3434453.000000,1.018433,True
5124,AqlHwAkwq,1223465794,non_rumor,1388762917,536,251,653,640,540,2,1.154930,1.000000,540,28848.000000,116029.000000,2017624.548437,50476862.000000,1.154930,True
5125,h2lwqg,1638781994,non_rumor,1305249387,0,376,729,688,408,19,3.325581,1.000000,408,28908.000000,32642.500000,58738.718023,333297.000000,3.325581,True
5126,zghYjt8HF,2390948077,non_rumor,1359204696,24,175,164,160,126,5,1.256250,1.000000,126,28876.000000,71633.500000,628401.600000,24163565.000000,1.256250,True
5129,yeMqIEGrW,1283229472,non_rumor,1334505548,0,64,264,256,232,3,1.105469,1.000000,232,28844.000000,32945.500000,93620.625000,4942867.000000,1.105469,True
512,zfjWWxvs1,1445937283,rumor,1358654608,1,48,147,123,66,5,1.796748,1.000000,66,28825.000000,45058.000000,163356.495935,3107084.000000,1.796748,True
5130,zdzuChQ3D,2812986450,non_rumor,1357660620,6,121,180,105,86,5,1.304762,1.000000,86,28822.000000,30402.000000,100903.714286,3048108.000000,1.304762,True
